,Unnamed: 0,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
615948,615948,80,6,106622256,14,3,2530,0,230,0,180.7142857143,97.9375221341,0,0,0.0,0.0,23.728629399755107,0.1594413833232441,6663891.004236839,13858009.791722322,53247352,2,106622253,8201712.0,15046330.005504211,53247352,122,106622252,53311126.03389471,31555077.41110322,75623935,30998316,0,456,100,0.1313046686149762,0.0281367147082678,0,230,140.5555555556,115.375204912,13311.4379084967,0,0,0,1,0,0,0,148.82353,180.71428,0.0,14,2530,3,0,26883,0,11,32,5515374.135849363,1792935.7958123372,6783171,4247577,23897876.30312956,20599756.613837164,53247352,6655992,7
351243,351243,80,6,5273,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,379.2907263,5273.0,0.0,5273,5273,5273,5273.0,0.0,5273,5273,0,0.0,0.0,0,0,0,40,0,379.2907263,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,4
915705,915705,80,6,116,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25862.0689655172,58.0,72.60901804399893,109,6,116,58.0,72.60901804399893,109,6,0,0.0,0.0,0,0,0,60,0,25862.0689655172,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,10
787545,787545,80,17,119871755,-11752,0,3818210,0,32,32,32.0,0.0,0,0,0.0,0.0,31852.467369144477,995.3896054443856,1004.6497337291892,19762.45886424881,679474,0,120000000,1004.6497,19762.45886424881,679474,0,0,0.0,0.0,0,0,0,954552,0,995.3896054443856,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000267,32.0,0.0,-11752,3818210,0,0,-1,-1,-11753,8,0.0,0.0,0,0,0.0,0.0,0,0,8
57996,57996,53,17,2620,1,1,42,155,42,42,42.0,0.0,155,155,155.0,0.0,75190.8396946565,763.358778626,2620.0,0.0,2620,2620,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,381.679389313,381.679389313,42,155,79.6666666667,65.2405804184,4256.3333333333,0,0,0,0,0,0,0,119.5,42.0,155.0,1,42,1,155,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,1
88055,88055,443,6,71700819,11,11,1390,607,517,0,126.3636363636,176.2028789363,341,0,55.1818181818,106.2890569925,27.8518436449,0.3068305259,3414324.71428571,12844425.9049444,57998721,33,71700819,7170082.0,18354000.0999287,57998721,282,71638475,7163847.5,18379031.4538066,58072962,35,0,232,232,0.1534152629,0.1534152629,0,517,86.8260869565,144.4735434018,20872.604743083,0,0,0,1,0,0,0,90.77273,126.36364,55.18182,11,1390,11,607,8192,75,7,20,101859.5,11546.3466299951,110024,93695,35717472.0,31510444.522412,57998721,13436223,1
46503,46503,53,17,31212,2,2,68,408,34,34,34.0,0.0,204,204,204.0,0.0,15250.5446623094,128.1558374984,10404.0,11449.8498243427,22685,23,22685,22685.0,0.0,22685,22685,23,23.0,0.0,23,23,0,16,16,64.0779187492,64.0779187492,34,204,102.0,93.1128347759,8670.0,0,0,0,0,0,0,0,127.5,34.0,204.0,2,68,2,408,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,1
443397,443397,8080,6,11149,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,40810.83505,627.8590008,1858.166667,4144.131727,10309,21,570,285.0,328.0975465,517,53,10653,3551.0,5854.470685,10309,24,0,72,92,269.0824289,358.7765719,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
549153,549153,80,6,108094178,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.4055158826,0.1665214569,6358481.05882353,13511360.9523004,53247564,2,108094176,7721012.5,14606722.562404,53247564,171,107070922,53535461.0,31870773.4101826,76071501,30999421,0,496,100,0.1387678807,0.0277535761,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6155684.5,2245040.69574351,7743168,4568201,23945701.75,20634796.906546,53247564,6655881,7
629424,629424,80,6,3197662,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9381853119445444,1598831.2760745666,758923.1968748923,2135471,1062191,3197662,1598831.2,758923.1968748923,2135471,1062191,0,0.0,0.0,0,0,0,120,0,0.9381853119445444,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,3,0,0,0,26883,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,7
326229,326229,80,6,41670,3,4,274,935,274,0,91.33333333,158.1939738,935,0,233.75,467.5,29013.67891,167.9865611,6945.0,11233.88099,26378,3,15268,7634.0,10394.46968,14984,284,41667,13889.0,13232.50139,26378,21,0,72,92,71.99424046,95.99232061,0,935,151.125,330.9274575,109512.9821,0,0,1,1,0,0,1,172.71428,91.333336,233.75,3,274,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
999662,999662,80,6,57099798,203,104,56083,189914,680,0,276.2709359606,291.6989844299,1935,0,1826.102443391857,320.4105870983163,4308.205273405491,5.376551350917842,186600.64947288367,363392.5065969961,1023844,20,57097617,282661.47,416047.8807508216,1023844,375,57099772,554366.7218648235,438148.5096420498,1026469,42,0,4072,2092,3.555178906349015,1.821372444630165,0,1935,798.6936821842195,794.080428315442,630563.7285006943,0,0,1,1,0,0,1,801.2953,276.27094,1826.1024,203,56083,104,189914,8192,1281,101,20,0.0,0.0,0,0,0.0,0.0,0,0,10
264086,264086,22,6,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
752693,752693,80,17,119682760,-12260,0,5899129,0,32,32,32.0,0.0,0,0,0.0,0.0,49291.37410626019,1540.3554405760096,649.6155000164649,15196.188140543098,654862,0,120000000,649.61554,15196.188140543098,654862,0,0,0.0,0.0,0,0,0,1474782,0,1540.3554405760096,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000175,32.0,0.0,-12260,5899129,0,0,-1,-1,-12261,8,0.0,0.0,0,0,0.0,0.0,0,0,8
711569,711569,80,17,119969142,3047,0,4291813,0,32,32,32.0,0.0,0,0,0.0,0.0,35774.30487755308,1117.947027434301,894.5047977197994,18446.850263757507,625425,0,120000000,894.5048,18446.850263757507,625425,0,0,0.0,0.0,0,0,0,1072953,0,1117.947027434301,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.00024,32.0,0.0,3047,4291813,0,0,-1,-1,3046,8,0.0,0.0,0,0,0.0,0.0,0,0,8
679199,679199,80,6,106814038,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.68602507133947,0.1685171743933249,6283178.750505274,13417208.71669852,53247816,1,106814037,7629574.0,14508708.564029338,53247816,382,105791280,52895640.4329155,30966476.920890283,74792246,30999034,0,496,100,0.1404309786708089,0.0280861956941617,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,140.55556,168.66667,0.0,15,2530,3,0,26883,0,11,32,6155237.342618808,2245061.3676203205,7742735,4567739,23625890.69745243,20667987.71821982,53247816,6656017,7
105702,105702,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
583470,583470,80,6,11759833,4,4,283,972,283,0,70.93413746302554,141.86827492605107,972,0,243.0,486.0,106.78196257004996,0.6802817130666449,1679976.2833569006,2909350.824844952,6717539,3,6718322,2239441.0,3878447.62164973,6717886,133,11759830,3919943.44115574,3496266.269572148,6717539,437,0,136,136,0.3401408565003209,0.3401408565003209,0,972,139.52628331688956,326.4309303809555,106567.46199408408,0,0,0,1,0,0,0,156.96707,70.934135,243.0,4,283,4,972,26883,219,1,32,440.8895873914794,0.0,440,440,6717539.618663456,0.0,6717539,6717539,6
536182,536182,80,6,14651581,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1365040401,14651581.0,0.0,14651581,14651581,14651581,14651581.0,0.0,14651581,14651581,0,0.0,0.0,0,0,0,64,0,0.1365040401,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,221,-1,0,32,0.0,0.0,0,0,14651581.0,0.0,14651581,14651581,6
41774,41774,80,6,87,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22988.5057471264,87.0,0.0,87,87,87,87.0,0.0,87,87,0,0.0,0.0,0,0,0,40,0,22988.5057471264,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
1016680,1016680,80,6,5027080,4,4,771,1315,418,0,157.1353786716694,224.15085300686147,985,0,264.71852896825385,431.00588054177086,414.9765355163245,1.9516060536672224,573563.0085611463,1667563.24743025,4950070,24,77009,19797.715,25498.765446725065,56367,1580,5027054,1296134.562721786,2535064.028229599,5004817,1069,0,110,110,0.975803026874184,0.975803026874184,0,1007,191.52157030248807,321.9644673337491,104713.3810640591,0,0,1,1,0,0,1,210.92696,157.13538,264.7185,4,771,4,1315,8192,226,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
671431,671431,80,6,99999639,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600005760508585,0.0400001440127146,33333213.322737765,57734816.4839655,99999637,1,99999638,99999640.0,0.0,99999638,99999638,99999638,99999638.9682134,0.0,99999638,99999638,1,64,64,0.0200000720063573,0.0200000720063573,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,6.0,8.0,0.0,2,16,2,0,211,219,1,32,1.0,0.0,1,1,99999637.0,0.0,99999637,99999637,7
224076,224076,22,6,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
269003,269003,22,6,378197,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,12102.1583989297,116.3414834068,8795.2790697674,16759.1433911755,77196,2,378084,18004.0,25734.9822226478,77890,152,378194,18009.2380952381,34325.2705202811,155594,13,0,712,712,58.1707417034,58.1707417034,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,104.02273,86.90909,121.13636,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
267221,267221,22,6,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
289768,289768,22,6,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
1008883,1008883,80,6,23,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,85588.55689709842,23.40462097916601,0.0,23,23,23,23.404621,0.0,23,23,0,0.0,0.0,0,0,0,40,0,85588.55689709842,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,11
739692,739692,80,17,119641661,2936,0,4288279,0,32,32,32.0,0.0,0,0,0.0,0.0,35842.69588806753,1120.0842463675465,892.8152930432738,18516.405969668544,668156,0,120000000,892.8153,18516.405969668544,668156,0,0,0.0,0.0,0,0,0,1072069,0,1120.0842463675465,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000237,32.0,0.0,2936,4288279,0,0,-1,-1,2935,8,0.0,0.0,0,0,0.0,0.0,0,0,8
264188,264188,22,6,7,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7,7,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
697283,697283,80,6,112287227,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1424917180497834,0.035622929498714,37429075.92944933,64829057.726057984,112287223,1,112287225,112287224.0,0.0,112287225,112287225,112287226,112287226.56298392,0.0,112287226,112287226,1,64,64,0.017811464749357,0.017811464749357,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,6.0,8.0,0.0,2,16,2,0,211,219,1,32,1.2253641237617134,0.0,1,1,112287223.78834803,0.0,112287223,112287223,7
41264,41264,443,6,77558049,17,22,1118,5576,258,0,65.7647058824,88.9898374899,1430,0,253.4545454545,430.2009195351,86.3095460279,0.5028491627,2041001.28947368,9892568.68766152,58767003,0,77558049,4847378.0,15080017.1461124,58818030,109,77496025,3690286.9047619,13219338.3112998,58778516,0,0,352,452,0.2191906607,0.283658502,0,1430,167.35,335.1151007777,112302.130769231,0,0,0,1,0,0,0,171.64102,65.76471,253.45454,17,1118,22,5576,8192,184,9,20,344420.0,371699.164812083,607251,81589,38403533.5,28798294.7438709,58767003,18040064,1
184533,184533,21,6,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
211513,211513,22,6,364852,22,22,1944,2665,640,0,88.3636363636,137.8690011274,976,0,121.1363636364,258.6415602914,12632.5194873538,120.596844748,8484.9302325581,21242.160814438,93486,7,364809,17371.857,28985.1419649546,93486,327,364844,17373.5238095238,37024.2386695784,132833,7,0,712,712,60.298422374,60.298422374,0,976,102.4222222222,203.7441007388,41511.6585858586,0,0,0,1,0,0,0,104.75,88.36364,121.13636,22,1944,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,3
759508,759508,80,17,119535735,-17854,0,3622969,0,32,32,32.0,0.0,0,0,0.0,0.0,30308.5943193924,947.1435725093588,1055.9153727078867,20177.05325708332,588338,0,120000000,1055.9154,20177.05325708332,588338,0,0,0.0,0.0,0,0,0,905742,0,947.1435725093588,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000282,32.0,0.0,-17854,3622969,0,0,-1,-1,-17855,8,0.0,0.0,0,0,0.0,0.0,0,0,8
90709,90709,80,6,54618197,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0366178327,54618197.0,0.0,54618197,54618197,54618197,54618196.0,0.0,54618197,54618197,0,0.0,0.0,0,0,0,40,0,0.0366178327,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
238634,238634,22,6,5,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
427736,427736,8080,6,10679,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,42606.98567,655.4920873,1779.833333,3971.762199,9881,22,451,225.5,242.5376259,397,54,10304,3434.666667,5585.736329,9881,27,0,72,92,280.9251803,374.566907,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
1069069,1069069,80,6,46,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43082.40415785308,46.44613051409955,0.0,46,46,46,46.44613,0.0,46,46,0,0.0,0.0,0,0,0,40,0,43082.40415785308,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,11
1065283,1065283,80,6,5006059,5,3,695,1919,695,0,139.06127000752087,310.9504527742986,1919,0,639.9941834962609,1108.502442364161,522.4206056402546,1.5980637209011137,715151.3130035456,1890219.64715322,5001765,17,5006059,1251514.8,2500167.7525058943,5001765,128,3861,1930.5944170308255,1766.4745950235413,3179,681,0,112,72,0.9987898255213604,0.5992738952928164,0,1919,290.5876556140884,652.8723761086385,426437.0745733648,0,0,1,1,0,0,1,326.9111,139.06128,639.99414,5,695,3,1919,8192,221,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
102080,102080,21,6,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
499015,499015,8080,6,12543,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,36275.21327,558.0802041,2090.5,4590.883259,11448,1,721,360.5,423.5569619,660,61,11909,3969.666667,6480.491674,11448,1,0,72,92,239.1772303,318.9029738,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,1,65.0,108.666664,32.25,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,5
664463,664463,80,6,103451592,2,1,8,0,8,0,4.0,5.6568542495,0,0,0.0,0.0,0.0773308542669513,0.0289990703649347,51725796.1166074,73151319.56422462,103451590,2,103451592,103451590.0,0.0,103451592,103451592,0,0.0,0.0,0,0,1,64,32,0.0193327135208066,0.0096663567604033,0,8,4.0,4.6188021535,21.3333333333,0,1,0,0,1,0,0,5.3333335,4.0,0.0,2,8,1,0,211,219,0,32,0.0,0.0,0,0,0.0,0.0,0,0,7
981644,981644,80,6,345,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8673.887450963588,172.94051799249803,228.6429732959523,334,11,345,172.94052,228.6429732959523,334,11,0,0.0,0.0,0,0,0,60,0,8673.887450963588,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,10
539084,539084,80,6,1399827,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.428747981,1399827.0,0.0,1399827,1399827,1399827,1399827.0,0.0,1399827,1399827,0,0.0,0.0,0,0,0,64,0,1.428747981,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,6
40740,40740,80,6,88,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.2727272727,88.0,0.0,88,88,88,88.0,0.0,88,88,0,0.0,0.0,0,0,0,40,0,22727.2727272727,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,1
226265,226265,22,6,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
1049863,1049863,80,6,5010801,4,4,503,497,503,0,125.97820466996652,251.95640933993303,497,0,124.4419236955452,248.8838473910904,199.9044786605583,1.5965510323457677,715828.7616585541,1865342.3483884125,4945746,23,65054,21684.922,33898.808508593735,60762,367,5010776,1670258.8352944527,2887580.0755606466,5004548,1933,0,92,92,0.7982755161641701,0.7982755161641701,0,539,111.2978348290994,222.495654496468,49504.56153307325,0,0,1,1,0,0,1,125.21007,125.9782,124.441925,4,503,4,497,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
236877,236877,22,6,6,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,333333.333333333,6.0,0.0,6,6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,32,32,166666.666666667,166666.666666667,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0.0,0.0,0.0,1,0,1,0,241,230,0,32,0.0,0.0,0,0,0.0,0.0,0,0,3
659848,659848,80,6,3042154,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9861431527411568,1521077.3364744517,697712.3916437047,2014434,1027720,3042154,1521077.4,697712.3916437047,2014434,1027720,0,0.0,0.0,0,0,0,120,0,0.9861431527411568,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,3,0,0,0,26883,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,7
795060,795060,80,17,119897991,27994,0,2992987,0,32,32,32.0,0.0,0,0,0.0,0.0,24962.78434320429,780.0870106632512,1281.922231576677,24616.712332396182,685159,0,120000000,1281.9222,24616.712332396182,685159,0,0,0.0,0.0,0,0,0,748246,0,780.0870106632512,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,32.000343,32.0,0.0,27994,2992987,0,0,-1,-1,27993,8,0.0,0.0,0,0,0.0,0.0,0,0,8
325404,325404,80,6,16392,3,4,266,935,266,0,88.66666667,153.5751716,935,0,233.75,467.5,73267.44754,427.0375793,2732.0,6001.349881,14950,3,15236,7618.0,10369.01384,14950,286,16384,5461.333333,8479.061406,15231,20,0,72,92,183.0161054,244.0214739,0,935,150.125,330.5149391,109240.125,0,0,1,1,0,0,1,171.57143,88.666664,233.75,3,266,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
491643,491643,8080,6,461,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4338.394794,461.0,0.0,461,461,461,461.0,0.0,461,461,0,0.0,0.0,0,0,0,40,0,4338.394794,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,5
390379,390379,80,6,14089,3,4,314,935,314,0,104.6666667,181.2879845,935,0,233.75,467.5,88650.72042,496.8415076,2348.166667,4940.067506,12392,7,12944,6472.0,8372.144289,12392,552,14082,4694.0,7168.323305,12947,19,0,72,92,212.9320747,283.9094329,0,935,156.125,333.3425683,111117.2679,0,0,1,1,0,0,1,178.42857,104.666664,233.75,3,314,4,935,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,4
160404,160404,21,6,8,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,250000.0,8.0,0.0,8,8,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,125000.0,125000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
1049973,1049973,80,6,5013310,5,4,634,4012,634,0,126.98257011112574,283.9416587261369,4012,0,1003.0,2006.0,926.9151788253156,1.7952212721194138,626663.7852370053,1743374.7756075652,4940959,18,72351,18087.777,30361.336624373136,63487,358,5013285,1671095.1230151588,2887071.2277406445,5004797,2747,0,112,92,0.9973451511875948,0.7978761209318189,0,4012,464.6912850555629,1262.2677341979213,1593319.832814859,0,0,1,1,0,0,1,516.3236,126.98257,1003.0,5,634,4,4012,8192,220,1,20,0.0,0.0,0,0,0.0,0.0,0,0,11
982243,982243,80,6,144,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20818.80647793101,72.05367461335011,85.43204627704682,132,11,144,72.05367,85.43204627704682,132,11,0,0.0,0.0,0,0,0,60,0,20818.80647793101,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,3,0,0,0,2053,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,10
178768,178768,21,6,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,40,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0.0,0.0,0.0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,2
18925,18925,53,17,305,1,1,30,46,30,30,30.0,0.0,46,46,46.0,0.0,249180.327868852,6557.3770491803,305.0,0.0,305,305,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,8,8,3278.6885245902,3278.6885245902,30,46,35.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,53.0,30.0,46.0,1,30,1,46,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,1
